ma_hoa_don,ma_hang,so_luong,don_gia,giam_gia_phan_tram,giam_gia,gia_ban,thanh_tien,thoi_gian
HD000104,SP1015,5,412000,20,412000,412000,1648000,2026-04-09T00:00:00
HD000104,SP1073,2,196000,0,0,196000,392000,2026-04-09T00:00:00
HD000105,SP1087,2,231000,0,0,231000,462000,2026-06-05T00:00:00
HD000105,SP1064,2,343000,0,0,343000,686000,2026-06-05T00:00:00
HD000105,SP1018,4,449000,20,359200,449000,1436800,2026-06-05T00:00:00
HD000105,SP1082,5,51000,0,0,51000,255000,2026-06-05T00:00:00
HD000105,SP1039,5,204000,0,0,204000,1020000,2026-06-05T00:00:00
HD000106,SP1090,1,228000,10,22800,228000,205200,2026-05-01T00:00:00
HD000106,SP1069,3,332000,0,0,332000,996000,2026-05-01T00:00:00
HD000106,SP1077,5,335000,20,335000,335000,1340000,2026-05-01T00:00:00
HD000106,SP1082,3,51000,0,0,51000,153000,2026-05-01T00:00:00
HD000107,SP1066,5,94000,0,0,94000,470000,2026-03-10T00:00:00
HD000107,SP1096,5,241000,0,0,241000,1205000,2026-03-10T00:00:00
HD000107,SP1067,3,137000,0,0,137000,411000,2026-03-10T00:00:00
HD000108,SP1054,2,255000,0,0,255000,510000,2026-03-12T00:00:00
HD000108,SP1011,3,434000,0,0,434000,1302000,2026-03-12T00:00:00
HD000108,SP1015,2,412000,0,0,412000,824000,2026-03-12T00:00:00
HD000108,SP1094,3,169000,0,0,169000,507000,2026-03-12T00:00:00
HD000109,SP1003,1,51000,0,0,51000,51000,2026-03-17T00:00:00
HD000109,SP1044,2,193000,0,0,193000,386000,2026-03-17T00:00:00
HD000110,SP1043,4,206000,0,0,206000,824000,2026-05-14T00:00:00
HD000110,SP1072,4,300000,0,0,300000,1200000,2026-05-14T00:00:00
HD000110,SP1055,2,146000,0,0,146000,292000,2026-05-14T00:00:00
HD000111,SP1058,4,304000,10,121600,304000,1094400,2026-03-12T00:00:00
HD000111,SP1076,2,333000,0,0,333000,666000,2026-03-12T00:00:00
HD000111,SP1055,1,146000,0,0,146000,146000,2026-03-12T00:00:00
HD000112,SP1015,3,412000,0,0,412000,1236000,2026-05-16T00:00:00
HD000112,SP1034,5,40000,0,0,40000,200000,2026-05-16T00:00:00
HD000112,SP1086,1,113000,0,0,113000,113000,2026-05-16T00:00:00
HD000112,SP1063,4,26000,0,0,26000,104000,2026-05-16T00:00:00
HD000112,SP1068,3,104000,0,0,104000,312000,2026-05-16T00:00:00
HD000113,SP1031,1,465000,0,0,465000,465000,2026-06-03T00:00:00
HD000113,SP1040,2,99000,0,0,99000,198000,2026-06-03T00:00:00
HD000114,SP1024,2,486000,0,0,486000,972000,2026-03-26T00:00:00
HD000114,SP1063,4,26000,0,0,26000,104000,2026-03-26T00:00:00
HD000114,SP1082,2,51000,0,0,51000,102000,2026-03-26T00:00:00
HD000114,SP1069,4,332000,0,0,332000,1328000,2026-03-26T00:00:00
HD000114,SP1089,3,416000,0,0,416000,1248000,2026-03-26T00:00:00
HD000115,SP1053,4,312000,0,0,312000,1248000,2026-04-02T00:00:00
HD000115,SP1088,1,475000,0,0,475000,475000,2026-04-02T00:00:00
HD000115,SP1063,2,26000,0,0,26000,52000,2026-04-02T00:00:00
HD000115,SP1054,3,255000,0,0,255000,765000,2026-04-02T00:00:00
HD000115,SP1091,3,315000,0,0,315000,945000,2026-04-02T00:00:00
HD000116,SP1074,3,6000,0,0,6000,18000,2026-05-11T00:00:00
HD000116,SP1015,3,412000,0,0,412000,1236000,2026-05-11T00:00:00
HD000117,SP1014,3,193000,0,0,193000,579000,2026-05-04T00:00:00
HD000117,SP1095,1,453000,0,0,453000,453000,2026-05-04T00:00:00
HD000117,SP1084,3,210000,0,0,210000,630000,2026-05-04T00:00:00
HD000117,SP1097,1,247000,0,0,247000,247000,2026-05-04T00:00:00
HD000117,SP1032,1,222000,0,0,222000,222000,2026-05-04T00:00:00
HD000118,SP1079,2,206000,0,0,206000,412000,2026-05-26T00:00:00
HD000118,SP1018,5,449000,0,0,449000,2245000,2026-05-26T00:00:00
HD000118,SP1027,3,15000,0,0,15000,45000,2026-05-26T00:00:00
HD000119,SP1066,4,94000,0,0,94000,376000,2026-04-15T00:00:00
HD000119,SP1087,3,231000,0,0,231000,693000,2026-04-15T00:00:00
HD000119,SP1013,2,307000,0,0,307000,614000,2026-04-15T00:00:00
HD000119,SP1018,2,449000,0,0,449000,898000,2026-04-15T00:00:00
HD000120,SP1063,4,26000,0,0,26000,104000,2026-04-09T00:00:00
HD000120,SP1019,1,50000,0,0,50000,50000,2026-04-09T00:00:00
HD000120,SP1074,1,6000,0,0,6000,6000,2026-04-09T00:00:00
HD000120,SP1081,3,331000,0,0,331000,993000,2026-04-09T00:00:00
HD000120,SP1035,3,260000,0,0,260000,780000,2026-04-09T00:00:00
HD000121,SP1094,3,169000,0,0,169000,507000,2026-05-22T00:00:00
HD000121,SP1059,5,129000,0,0,129000,645000,2026-05-22T00:00:00
HD000122,SP1073,1,196000,20,39200,196000,156800,2026-04-21T00:00:00
HD000122,SP1063,1,26000,10,2600,26000,23400,2026-04-21T00:00:00
HD000122,SP1044,4,193000,0,0,193000,772000,2026-04-21T00:00:00
HD000123,SP1084,3,210000,15,94500,210000,535500,2026-05-02T00:00:00
HD000123,SP1039,3,204000,10,61200,204000,550800,2026-05-02T00:00:00
HD000123,SP1021,1,267000,0,0,267000,267000,2026-05-02T00:00:00
HD000124,SP1076,4,333000,15,199800,333000,1132200,2026-03-21T00:00:00
HD000124,SP1029,1,409000,0,0,409000,409000,2026-03-21T00:00:00
HD000124,SP1067,4,137000,0,0,137000,548000,2026-03-21T00:00:00
HD000125,SP1014,3,193000,0,0,193000,579000,2026-04-07T00:00:00
HD000125,SP1041,2,129000,0,0,129000,258000,2026-04-07T00:00:00
HD000126,SP1009,1,416000,0,0,416000,416000,2026-03-26T00:00:00
HD000126,SP1068,2,104000,0,0,104000,208000,2026-03-26T00:00:00
HD000126,SP1073,2,196000,0,0,196000,392000,2026-03-26T00:00:00
HD000127,SP1028,1,124000,0,0,124000,124000,2026-04-30T00:00:00
HD000127,SP1012,4,188000,0,0,188000,752000,2026-04-30T00:00:00
HD000127,SP1013,4,307000,0,0,307000,1228000,2026-04-30T00:00:00
HD000127,SP1018,2,449000,0,0,449000,898000,2026-04-30T00:00:00
HD000127,SP1097,1,247000,0,0,247000,247000,2026-04-30T00:00:00
HD000128,SP1085,2,203000,0,0,203000,406000,2026-05-25T00:00:00
HD000128,SP1039,5,204000,0,0,204000,1020000,2026-05-25T00:00:00
HD000129,SP1064,2,343000,0,0,343000,686000,2026-05-30T00:00:00
HD000129,SP1050,5,312000,5,78000,312000,1482000,2026-05-30T00:00:00
HD000129,SP1015,3,412000,0,0,412000,1236000,2026-05-30T00:00:00
HD000130,SP1098,1,336000,5,16800,336000,319200,2026-05-20T00:00:00
HD000130,SP1061,1,278000,0,0,278000,278000,2026-05-20T00:00:00
HD000130,SP1099,1,454000,0,0,454000,454000,2026-05-20T00:00:00
HD000131,SP1055,5,146000,0,0,146000,730000,2026-04-28T00:00:00
HD000131,SP1090,2,228000,0,0,228000,456000,2026-04-28T00:00:00
HD000131,SP1052,3,201000,10,60300,201000,542700,2026-04-28T00:00:00
HD000131,SP1011,2,434000,0,0,434000,868000,2026-04-28T00:00:00
HD000131,SP1082,4,51000,0,0,51000,204000,2026-04-28T00:00:00
HD000132,SP1094,4,169000,5,33800,169000,642200,2026-03-17T00:00:00
HD000132,SP1031,3,465000,0,0,465000,1395000,2026-03-17T00:00:00
HD000132,SP1008,2,366000,10,73200,366000,658800,2026-03-17T00:00:00
HD000132,SP1032,1,222000,0,0,222000,222000,2026-03-17T00:00:00
HD000132,SP1012,3,188000,0,0,188000,564000,2026-03-17T00:00:00
HD000133,SP1094,3,169000,0,0,169000,507000,2026-04-11T00:00:00
HD000133,SP1016,3,110000,0,0,110000,330000,2026-04-11T00:00:00
HD000133,SP1099,3,454000,0,0,454000,1362000,2026-04-11T00:00:00
HD000133,SP1004,5,359000,0,0,359000,1795000,2026-04-11T00:00:00
HD000134,SP1073,1,196000,0,0,196000,196000,2026-05-13T00:00:00
HD000134,SP1022,1,342000,0,0,342000,342000,2026-05-13T00:00:00
HD000134,SP1048,5,481000,5,120250,481000,2284750,2026-05-13T00:00:00
HD000134,SP1021,2,267000,15,80100,267000,453900,2026-05-13T00:00:00
HD000134,SP1033,4,172000,0,0,172000,688000,2026-05-13T00:00:00
HD000135,SP1029,3,409000,0,0,409000,1227000,2026-03-13T00:00:00
HD000135,SP1042,1,328000,0,0,328000,328000,2026-03-13T00:00:00
HD000135,SP1032,1,222000,0,0,222000,222000,2026-03-13T00:00:00
HD000135,SP1054,1,255000,0,0,255000,255000,2026-03-13T00:00:00
HD000135,SP1093,5,119000,0,0,119000,595000,2026-03-13T00:00:00
HD000136,SP1100,5,72000,0,0,72000,360000,2026-03-17T00:00:00
HD000136,SP1040,3,99000,0,0,99000,297000,2026-03-17T00:00:00
HD000136,SP1042,5,328000,0,0,328000,1640000,2026-03-17T00:00:00
HD000136,SP1012,5,188000,0,0,188000,940000,2026-03-17T00:00:00
HD000137,SP1094,2,169000,0,0,169000,338000,2026-05-11T00:00:00
HD000137,SP1070,4,323000,15,193800,323000,1098200,2026-05-11T00:00:00
HD000137,SP1098,1,336000,0,0,336000,336000,2026-05-11T00:00:00
HD000138,SP1014,4,193000,0,0,193000,772000,2026-06-01T00:00:00
HD000138,SP1027,1,15000,0,0,15000,15000,2026-06-01T00:00:00
HD000138,SP1068,2,104000,0,0,104000,208000,2026-06-01T00:00:00
HD000138,SP1031,1,465000,10,46500,465000,418500,2026-06-01T00:00:00
HD000139,SP1059,1,129000,0,0,129000,129000,2026-05-14T00:00:00
HD000139,SP1096,4,241000,5,48200,241000,915800,2026-05-14T00:00:00
HD000139,SP1011,4,434000,0,0,434000,1736000,2026-05-14T00:00:00
HD000139,SP1075,2,185000,0,0,185000,370000,2026-05-14T00:00:00
HD000140,SP1041,1,129000,0,0,129000,129000,2026-04-28T00:00:00
HD000140,SP1058,2,304000,0,0,304000,608000,2026-04-28T00:00:00
HD000140,SP1035,5,260000,5,65000,260000,1235000,2026-04-28T00:00:00
HD000140,SP1030,2,474000,0,0,474000,948000,2026-04-28T00:00:00
HD000141,SP1058,3,304000,0,0,304000,912000,2026-03-24T00:00:00
HD000141,SP1040,1,99000,0,0,99000,99000,2026-03-24T00:00:00
HD000141,SP1060,3,7000,0,0,7000,21000,2026-03-24T00:00:00
HD000142,SP1012,3,188000,0,0,188000,564000,2026-03-14T00:00:00
HD000142,SP1092,1,139000,0,0,139000,139000,2026-03-14T00:00:00
HD000142,SP1032,3,222000,0,0,222000,666000,2026-03-14T00:00:00
HD000143,SP1013,2,307000,5,30700,307000,583300,2026-04-29T00:00:00
HD000143,SP1060,2,7000,20,2800,7000,11200,2026-04-29T00:00:00
HD000143,SP1014,3,193000,0,0,193000,579000,2026-04-29T00:00:00
HD000144,SP1010,4,354000,0,0,354000,1416000,2026-03-19T00:00:00
HD000144,SP1003,1,51000,0,0,51000,51000,2026-03-19T00:00:00
HD000144,SP1009,3,416000,20,249600,416000,998400,2026-03-19T00:00:00
HD000144,SP1026,1,272000,0,0,272000,272000,2026-03-19T00:00:00
HD000145,SP1088,2,475000,0,0,475000,950000,2026-04-28T00:00:00
HD000145,SP1055,4,146000,0,0,146000,584000,2026-04-28T00:00:00
HD000145,SP1023,1,150000,0,0,150000,150000,2026-04-28T00:00:00
HD000145,SP1046,5,152000,0,0,152000,760000,2026-04-28T00:00:00
HD000145,SP1028,3,124000,0,0,124000,372000,2026-04-28T00:00:00
HD000146,SP1054,5,255000,0,0,255000,1275000,2026-05-09T00:00:00
HD000146,SP1026,5,272000,0,0,272000,1360000,2026-05-09T00:00:00
HD000146,SP1083,4,17000,0,0,17000,68000,2026-05-09T00:00:00
HD000147,SP1050,3,312000,0,0,312000,936000,2026-04-22T00:00:00
HD000147,SP1035,1,260000,0,0,260000,260000,2026-04-22T00:00:00
HD000147,SP1024,3,486000,20,291600,486000,1166400,2026-04-22T00:00:00
HD000147,SP1004,5,359000,0,0,359000,1795000,2026-04-22T00:00:00
HD000148,SP1032,2,222000,0,0,222000,444000,2026-04-07T00:00:00
HD000148,SP1085,1,203000,0,0,203000,203000,2026-04-07T00:00:00
HD000149,SP1046,3,152000,0,0,152000,456000,2026-05-21T00:00:00
HD000149,SP1023,1,150000,0,0,150000,150000,2026-05-21T00:00:00
HD000149,SP1031,3,465000,0,0,465000,1395000,2026-05-21T00:00:00
HD000149,SP1076,5,333000,10,166500,333000,1498500,2026-05-21T00:00:00
HD000149,SP1041,4,129000,0,0,129000,516000,2026-05-21T00:00:00
HD000150,SP1078,5,100000,0,0,100000,500000,2026-03-13T00:00:00
HD000150,SP1029,3,409000,0,0,409000,1227000,2026-03-13T00:00:00
HD000150,SP1003,2,51000,0,0,51000,102000,2026-03-13T00:00:00
HD000151,SP1008,2,366000,0,0,366000,732000,2026-03-31T00:00:00
HD000151,SP1003,5,51000,0,0,51000,255000,2026-03-31T00:00:00
HD000151,SP1019,1,50000,0,0,50000,50000,2026-03-31T00:00:00
HD000151,SP1076,4,333000,0,0,333000,1332000,2026-03-31T00:00:00
HD000152,SP1082,5,51000,0,0,51000,255000,2026-04-19T00:00:00
HD000152,SP1063,5,26000,0,0,26000,130000,2026-04-19T00:00:00
HD000152,SP1084,2,210000,0,0,210000,420000,2026-04-19T00:00:00
HD000152,SP1041,2,129000,0,0,129000,258000,2026-04-19T00:00:00
HD000152,SP1023,3,150000,5,22500,150000,427500,2026-04-19T00:00:00
HD000153,SP1024,3,486000,0,0,486000,1458000,2026-05-21T00:00:00
HD000153,SP1078,5,100000,0,0,100000,500000,2026-05-21T00:00:00
HD000154,SP1031,3,465000,0,0,465000,1395000,2026-05-11T00:00:00
HD000154,SP1045,1,350000,0,0,350000,350000,2026-05-11T00:00:00
HD000155,SP1027,3,15000,0,0,15000,45000,2026-04-20T00:00:00
HD000155,SP1032,1,222000,0,0,222000,222000,2026-04-20T00:00:00
HD000155,SP1089,1,416000,0,0,416000,416000,2026-04-20T00:00:00
HD000155,SP1009,4,416000,0,0,416000,1664000,2026-04-20T00:00:00
HD000156,SP1070,5,323000,0,0,323000,1615000,2026-05-11T00:00:00
HD000156,SP1049,2,339000,0,0,339000,678000,2026-05-11T00:00:00
HD000156,SP1013,1,307000,0,0,307000,307000,2026-05-11T00:00:00
HD000156,SP1062,1,275000,0,0,275000,275000,2026-05-11T00:00:00
HD000157,SP1021,3,267000,0,0,267000,801000,2026-03-22T00:00:00
HD000157,SP1094,5,169000,0,0,169000,845000,2026-03-22T00:00:00
HD000157,SP1010,1,354000,0,0,354000,354000,2026-03-22T00:00:00
HD000157,SP1071,2,62000,0,0,62000,124000,2026-03-22T00:00:00
HD000157,SP1012,4,188000,0,0,188000,752000,2026-03-22T00:00:00
HD000158,SP1085,1,203000,20,40600,203000,162400,2026-04-30T00:00:00
HD000158,SP1037,2,99000,5,9900,99000,188100,2026-04-30T00:00:00
HD000158,SP1039,4,204000,20,163200,204000,652800,2026-04-30T00:00:00
HD000158,SP1031,2,465000,10,93000,465000,837000,2026-04-30T00:00:00
HD000159,SP1015,3,412000,20,247200,412000,988800,2026-04-15T00:00:00
HD000159,SP1040,2,99000,0,0,99000,198000,2026-04-15T00:00:00
HD000159,SP1051,4,468000,0,0,468000,1872000,2026-04-15T00:00:00
HD000159,SP1061,4,278000,20,222400,278000,889600,2026-04-15T00:00:00
HD000159,SP1063,4,26000,0,0,26000,104000,2026-04-15T00:00:00
HD000160,SP1011,3,434000,0,0,434000,1302000,2026-05-20T00:00:00
HD000160,SP1086,4,113000,0,0,113000,452000,2026-05-20T00:00:00
HD000161,SP1067,5,137000,0,0,137000,685000,2026-05-18T00:00:00
HD000161,SP1054,4,255000,0,0,255000,1020000,2026-05-18T00:00:00
HD000161,SP1069,4,332000,0,0,332000,1328000,2026-05-18T00:00:00
HD000161,SP1088,1,475000,0,0,475000,475000,2026-05-18T00:00:00
HD000161,SP1061,5,278000,0,0,278000,1390000,2026-05-18T00:00:00
HD000162,SP1023,1,150000,0,0,150000,150000,2026-05-27T00:00:00
HD000162,SP1022,4,342000,0,0,342000,1368000,2026-05-27T00:00:00
HD000162,SP1028,2,124000,0,0,124000,248000,2026-05-27T00:00:00
HD000162,SP1025,3,422000,0,0,422000,1266000,2026-05-27T00:00:00
HD000162,SP1017,1,136000,20,27200,136000,108800,2026-05-27T00:00:00
HD000163,SP1090,5,228000,0,0,228000,1140000,2026-04-13T00:00:00
HD000163,SP1080,4,235000,10,94000,235000,846000,2026-04-13T00:00:00
HD000164,SP1069,4,332000,0,0,332000,1328000,2026-05-20T00:00:00
HD000164,SP1045,5,350000,0,0,350000,1750000,2026-05-20T00:00:00
HD000164,SP1053,1,312000,0,0,312000,312000,2026-05-20T00:00:00
HD000164,SP1034,4,40000,20,32000,40000,128000,2026-05-20T00:00:00
HD000165,SP1096,3,241000,0,0,241000,723000,2026-04-20T00:00:00
HD000165,SP1061,1,278000,0,0,278000,278000,2026-04-20T00:00:00
HD000166,SP1090,3,228000,0,0,228000,684000,2026-04-17T00:00:00
HD000166,SP1088,4,475000,0,0,475000,1900000,2026-04-17T00:00:00
HD000166,SP1013,3,307000,0,0,307000,921000,2026-04-17T00:00:00
HD000166,SP1030,4,474000,0,0,474000,1896000,2026-04-17T00:00:00
HD000166,SP1018,1,449000,0,0,449000,449000,2026-04-17T00:00:00
HD000167,SP1008,3,366000,0,0,366000,1098000,2026-04-30T00:00:00
HD000167,SP1066,4,94000,5,18800,94000,357200,2026-04-30T00:00:00
HD000167,SP1021,2,267000,0,0,267000,534000,2026-04-30T00:00:00
HD000167,SP1009,2,416000,0,0,416000,832000,2026-04-30T00:00:00
HD000168,SP1091,4,315000,0,0,315000,1260000,2026-05-06T00:00:00
HD000168,SP1026,1,272000,0,0,272000,272000,2026-05-06T00:00:00
HD000168,SP1036,2,363000,0,0,363000,726000,2026-05-06T00:00:00
HD000168,SP1048,5,481000,0,0,481000,2405000,2026-05-06T00:00:00
HD000169,SP1045,1,350000,0,0,350000,350000,2026-05-08T00:00:00
HD000169,SP1021,4,267000,10,106800,267000,961200,2026-05-08T00:00:00
HD000169,SP1034,2,40000,0,0,40000,80000,2026-05-08T00:00:00
HD000169,SP1096,2,241000,0,0,241000,482000,2026-05-08T00:00:00
HD000170,SP1061,2,278000,0,0,278000,556000,2026-03-11T00:00:00
HD000170,SP1017,1,136000,0,0,136000,136000,2026-03-11T00:00:00
HD000171,SP1055,3,146000,0,0,146000,438000,2026-04-17T00:00:00
HD000171,SP1049,3,339000,0,0,339000,1017000,2026-04-17T00:00:00
HD000171,SP1045,5,350000,0,0,350000,1750000,2026-04-17T00:00:00
HD000171,SP1059,1,129000,15,19350,129000,109650,2026-04-17T00:00:00
HD000172,SP1009,3,416000,0,0,416000,1248000,2026-04-16T00:00:00
HD000172,SP1044,3,193000,0,0,193000,579000,2026-04-16T00:00:00
HD000172,SP1036,5,363000,0,0,363000,1815000,2026-04-16T00:00:00
HD000172,SP1082,1,51000,0,0,51000,51000,2026-04-16T00:00:00
HD000172,SP1042,5,328000,0,0,328000,1640000,2026-04-16T00:00:00
HD000173,SP1038,1,236000,0,0,236000,236000,2026-03-26T00:00:00
HD000173,SP1034,5,40000,0,0,40000,200000,2026-03-26T00:00:00
HD000173,SP1054,3,255000,0,0,255000,765000,2026-03-26T00:00:00
HD000173,SP1052,2,201000,0,0,201000,402000,2026-03-26T00:00:00
HD000173,SP1050,4,312000,0,0,312000,1248000,2026-03-26T00:00:00
HD000174,SP1085,3,203000,10,60900,203000,548100,2026-05-12T00:00:00
HD000174,SP1072,3,300000,0,0,300000,900000,2026-05-12T00:00:00
HD000174,SP1024,5,486000,0,0,486000,2430000,2026-05-12T00:00:00
HD000175,SP1029,2,409000,0,0,409000,818000,2026-06-04T00:00:00
HD000175,SP1046,3,152000,0,0,152000,456000,2026-06-04T00:00:00
HD000176,SP1061,5,278000,0,0,278000,1390000,2026-04-25T00:00:00
HD000176,SP1007,5,193000,10,96500,193000,868500,2026-04-25T00:00:00
HD000177,SP1053,2,312000,0,0,312000,624000,2026-06-04T00:00:00
HD000177,SP1007,5,193000,0,0,193000,965000,2026-06-04T00:00:00
HD000177,SP1020,4,397000,10,158800,397000,1429200,2026-06-04T00:00:00
HD000177,SP1018,1,449000,0,0,449000,449000,2026-06-04T00:00:00
HD000178,SP1001,3,17000,0,0,17000,51000,2026-03-31T00:00:00
HD000178,SP1058,2,304000,0,0,304000,608000,2026-03-31T00:00:00
HD000179,SP1082,1,51000,10,5100,51000,45900,2026-03-20T00:00:00
HD000179,SP1055,3,146000,0,0,146000,438000,2026-03-20T00:00:00
HD000179,SP1052,3,201000,0,0,201000,603000,2026-03-20T00:00:00
HD000179,SP1062,5,275000,0,0,275000,1375000,2026-03-20T00:00:00
HD000179,SP1050,1,312000,0,0,312000,312000,2026-03-20T00:00:00
HD000180,SP1017,5,136000,0,0,136000,680000,2026-06-05T00:00:00
HD000180,SP1014,1,193000,0,0,193000,193000,2026-06-05T00:00:00
HD000180,SP1050,3,312000,0,0,312000,936000,2026-06-05T00:00:00
HD000180,SP1065,4,463000,0,0,463000,1852000,2026-06-05T00:00:00
HD000181,SP1044,2,193000,0,0,193000,386000,2026-04-21T00:00:00
HD000181,SP1063,4,26000,10,10400,26000,93600,2026-04-21T00:00:00
HD000181,SP1046,2,152000,0,0,152000,304000,2026-04-21T00:00:00
HD000182,SP1092,3,139000,0,0,139000,417000,2026-05-12T00:00:00
HD000182,SP1084,5,210000,5,52500,210000,997500,2026-05-12T00:00:00
HD000182,SP1005,1,406000,0,0,406000,406000,2026-05-12T00:00:00
HD000182,SP1049,1,339000,5,16950,339000,322050,2026-05-12T00:00:00
HD000183,SP1027,1,15000,0,0,15000,15000,2026-04-26T00:00:00
HD000183,SP1089,1,416000,0,0,416000,416000,2026-04-26T00:00:00
HD000183,SP1088,3,475000,0,0,475000,1425000,2026-04-26T00:00:00
HD000184,SP1066,5,94000,5,23500,94000,446500,2026-05-01T00:00:00
HD000184,SP1093,1,119000,0,0,119000,119000,2026-05-01T00:00:00
HD000185,SP1038,2,236000,0,0,236000,472000,2026-04-03T00:00:00
HD000185,SP1021,4,267000,0,0,267000,1068000,2026-04-03T00:00:00
HD000185,SP1006,1,173000,5,8650,173000,164350,2026-04-03T00:00:00
HD000185,SP1071,1,62000,0,0,62000,62000,2026-04-03T00:00:00
HD000185,SP1064,4,343000,5,68600,343000,1303400,2026-04-03T00:00:00
HD000186,SP1033,2,172000,0,0,172000,344000,2026-03-18T00:00:00
HD000186,SP1083,3,17000,0,0,17000,51000,2026-03-18T00:00:00
HD000187,SP1047,1,33000,5,1650,33000,31350,2026-03-31T00:00:00
HD000187,SP1087,1,231000,0,0,231000,231000,2026-03-31T00:00:00
HD000187,SP1041,2,129000,0,0,129000,258000,2026-03-31T00:00:00
HD000187,SP1055,4,146000,0,0,146000,584000,2026-03-31T00:00:00
HD000188,SP1024,3,486000,0,0,486000,1458000,2026-03-20T00:00:00
HD000188,SP1015,4,412000,0,0,412000,1648000,2026-03-20T00:00:00
HD000188,SP1052,2,201000,5,20100,201000,381900,2026-03-20T00:00:00
HD000188,SP1059,2,129000,20,51600,129000,206400,2026-03-20T00:00:00
HD000189,SP1100,2,72000,0,0,72000,144000,2026-06-03T00:00:00
HD000189,SP1046,4,152000,20,121600,152000,486400,2026-06-03T00:00:00
HD000189,SP1079,4,206000,15,123600,206000,700400,2026-06-03T00:00:00
HD000189,SP1004,3,359000,10,107700,359000,969300,2026-06-03T00:00:00
HD000189,SP1088,3,475000,0,0,475000,1425000,2026-06-03T00:00:00
HD000190,SP1062,4,275000,5,55000,275000,1045000,2026-05-27T00:00:00
HD000190,SP1045,1,350000,0,0,350000,350000,2026-05-27T00:00:00
HD000190,SP1085,2,203000,0,0,203000,406000,2026-05-27T00:00:00
HD000191,SP1097,3,247000,0,0,247000,741000,2026-05-11T00:00:00
HD000191,SP1063,3,26000,10,7800,26000,70200,2026-05-11T00:00:00
HD000192,SP1074,1,6000,0,0,6000,6000,2026-04-08T00:00:00
HD000192,SP1058,1,304000,20,60800,304000,243200,2026-04-08T00:00:00
HD000192,SP1012,1,188000,0,0,188000,188000,2026-04-08T00:00:00
HD000192,SP1064,1,343000,0,0,343000,343000,2026-04-08T00:00:00
HD000192,SP1041,5,129000,0,0,129000,645000,2026-04-08T00:00:00
HD000193,SP1044,3,193000,0,0,193000,579000,2026-05-13T00:00:00
HD000193,SP1047,5,33000,0,0,33000,165000,2026-05-13T00:00:00
HD000193,SP1007,3,193000,0,0,193000,579000,2026-05-13T00:00:00
HD000193,SP1029,1,409000,10,40900,409000,368100,2026-05-13T00:00:00
HD000193,SP1059,1,129000,0,0,129000,129000,2026-05-13T00:00:00
HD000194,SP1090,4,228000,20,182400,228000,729600,2026-04-15T00:00:00
HD000194,SP1014,1,193000,0,0,193000,193000,2026-04-15T00:00:00
HD000194,SP1006,2,173000,0,0,173000,346000,2026-04-15T00:00:00
HD000194,SP1022,4,342000,0,0,342000,1368000,2026-04-15T00:00:00
HD000195,SP1097,1,247000,0,0,247000,247000,2026-04-02T00:00:00
HD000195,SP1054,5,255000,20,255000,255000,1020000,2026-04-02T00:00:00
HD000196,SP1068,1,104000,0,0,104000,104000,2026-03-26T00:00:00
HD000196,SP1095,4,453000,0,0,453000,1812000,2026-03-26T00:00:00
HD000197,SP1089,2,416000,15,124800,416000,707200,2026-05-13T00:00:00
HD000197,SP1075,5,185000,0,0,185000,925000,2026-05-13T00:00:00
HD000197,SP1023,4,150000,0,0,150000,600000,2026-05-13T00:00:00
HD000198,SP1038,5,236000,0,0,236000,1180000,2026-04-09T00:00:00
HD000198,SP1058,5,304000,0,0,304000,1520000,2026-04-09T00:00:00
HD000198,SP1018,5,449000,0,0,449000,2245000,2026-04-09T00:00:00
HD000198,SP1053,5,312000,0,0,312000,1560000,2026-04-09T00:00:00
HD000199,SP1087,2,231000,0,0,231000,462000,2026-05-27T00:00:00
HD000199,SP1017,3,136000,0,0,136000,408000,2026-05-27T00:00:00
HD000199,SP1091,3,315000,0,0,315000,945000,2026-05-27T00:00:00
HD000199,SP1084,5,210000,0,0,210000,1050000,2026-05-27T00:00:00
HD000200,SP1055,1,146000,0,0,146000,146000,2026-05-01T00:00:00
HD000200,SP1002,1,340000,0,0,340000,340000,2026-05-01T00:00:00
HD000200,SP1067,2,137000,0,0,137000,274000,2026-05-01T00:00:00
HD000200,SP1014,2,193000,0,0,193000,386000,2026-05-01T00:00:00
HD000201,SP1027,3,15000,0,0,15000,45000,2026-03-27T00:00:00
HD000201,SP1097,1,247000,0,0,247000,247000,2026-03-27T00:00:00
HD000201,SP1070,5,323000,0,0,323000,1615000,2026-03-27T00:00:00
HD000201,SP1005,5,406000,0,0,406000,2030000,2026-03-27T00:00:00
HD000202,SP1050,1,312000,15,46800,312000,265200,2026-06-06T00:00:00
HD000202,SP1054,2,255000,0,0,255000,510000,2026-06-06T00:00:00
HD000202,SP1088,4,475000,0,0,475000,1900000,2026-06-06T00:00:00
HD000202,SP1041,3,129000,0,0,129000,387000,2026-06-06T00:00:00
HD000202,SP1071,5,62000,0,0,62000,310000,2026-06-06T00:00:00
HD000203,SP1088,2,475000,0,0,475000,950000,2026-04-02T00:00:00
HD000203,SP1010,1,354000,0,0,354000,354000,2026-04-02T00:00:00
HD000203,SP1024,4,486000,0,0,486000,1944000,2026-04-02T00:00:00
HD000204,SP1091,1,315000,0,0,315000,315000,2026-04-10T00:00:00
